Date,User,Tweet,Retweets,Likes,Followers
2024-08-20 13:46:11+00:00,1752809876026179584,"Opinion Declaring 
Names are changed to protect the privacy of involved persons. Names are random AI selected
All Rights not copyrighted
Sincerely and Really Not Truly 
Dime Magazine Management
DICKHAUSEN, NEW PORK",0,0,12
2024-08-20 13:46:03+00:00,817386,"Virginia-based Defcon AI, which aims to use ML to improve US military logistics, raised a $44M seed led by Bessemer, and has earned $15M in government contracts (@breadfrom / TechCrunch)

https://t.co/sin0xziLAx

📫 Subscribe: https://t.co/OyWeKSRpIM
https://t.co/o9D2brZrff",0,0,430141
2024-08-20 13:46:00+00:00,25531882,From AI to Wealth Management: The Themes of FinovateFall 2024. https://t.co/3WrAqeuF23,0,0,54884
2024-08-20 13:45:40+00:00,428927195,"【AI Checked】

Therefore, it is no surprise that the Australian government might consider revising the Working Holiday Visa system in the near future.

#DMM英会話
#DMM英作文 https://t.co/t9Hg2rPw7i",0,0,812
2024-08-20 13:45:29+00:00,961647075455795201,"@Glass__Cock It would honestly depend on your philosophical and moral Frameworks surrounding the use of AI. I have a fairly complex take on AI for art purposes that Branch into several quandaries, such as personal versus commercial use, but I haven't thought much about digital necromancy",0,0,20595
2024-08-20 13:45:09+00:00,1727688906651344896,"🤯 But here's the twist: AI shouldn't just be another gadget; it should be your ULTIMATE teammate—boosting efficiency, simplifying your work day, and making you indispensable! 💪

Curious about why NOT using AI could be the biggest risk you're taking? https://t.co/ZN7k1n67Uk",0,0,96
2024-08-20 13:45:07+00:00,1474749006576246788,"@iamstephenwest Of course! There was a lot to be learned from his example of changing his mind AND how it came about by working with others and studying their work

If others would like it, Id love to hear arguments on the ethics of AI &amp; art

Is it fair for us to have IP? For AI to make art? Etc",0,1,99
2024-08-20 13:45:05+00:00,34083740,"We're pumped to share this free guide with practical steps for using AI easily and effectively while minimizing risk. 🙌 

Thank you @JStaatsCPA for the collaboration. 🤝

Grab your copy today. 👉 https://t.co/tOuN8bAjiV https://t.co/MUxLOOukks",0,0,11652
2024-08-20 13:44:59+00:00,1412425813,"Chasing AR can feel never-ending. 

With gen AI, it gets a lot smarter. 

Navaneeth Nair breaks down #generativeai in Becker’s: https://t.co/J4xr0xq246 

#RCMAutomation #HealthcareTech #AI",0,0,1750
2024-08-20 13:44:56+00:00,1103390639977365505,@AdamMantine Whether blue book exams area  good idea (I think they are) has nothing to do with your post though - you made a claim about teaching ethical AI literacy stopping misuse of AI tools.,0,0,3818
2024-08-20 13:44:27+00:00,1794924084624846848,"CrewAI in Action: Building #bitcointechnology Orchestrating Your AI Dream #bitcoincharts Everybody’s talking about CrewAI, so let me clarify a few things. There are many frameworks and libraries out there that abstract away the complexities of orchestrating AI agents, wheral",0,0,75
2024-08-20 13:44:19+00:00,3638976494,@WSJopinion Ai Race Brief : It is much easier to manipulate Harris than Joe Biden by the shadow government and the deep state. https://t.co/6KmslWJTLb,0,0,0
2024-08-20 13:44:04+00:00,1298035126316576769,Kwara Gov seeks ethical use of AI for economic growth https://t.co/suMuzpc8v6,0,0,7731
2024-08-20 13:43:11+00:00,1311088744045314048,"Ready to turn your blockchain ideas into reality without the headaches?

The Guru Network Framework is your go-to blueprint for building powerful, secure dApps.

Say goodbye to the guesswork and hello to streamlined development.

Dive in:

https://t.co/FtW6cDfNFi",0,1,39355
2024-08-20 13:42:44+00:00,1918981,How Ethical Web AI’s Platform Is Shifting the Paradigm in Internet Search Technology https://t.co/UYLAMX8VIN #ai,0,1,18643
2024-08-20 13:42:19+00:00,25940834,New UN initiative to reduce disaster risk with AI https://t.co/6RS65KjZcI,0,0,429
2024-08-20 13:42:16+00:00,1074022491922812928,"Check out my latest article: Ethical implications of AI in UX design, particularly how to maintain human-centered design principles while leveraging AI for efficiency and innovati https://t.co/F7GaQArqwx via @LinkedIn",0,0,1382
2024-08-20 13:42:06+00:00,1703834140414554112,"#Vestate
#FutureOfRealEstate
#AI
@VestateFund
$VES
The future of the #realestate sector is digital. Vestate is coming for virtual tours, AI-powered #property management, and secure transactions.🏘️
https://t.co/mHhw6flp2k
#airdrop",0,0,239
2024-08-20 13:42:05+00:00,1779893422406455297,"🚀 Join us for the first edition of our AiCE Speaker Series featuring Mudhasir Younes, Director of Business Development at Sand Tech! 
🌍 With 24 years in Telco, he'll dive into the ethics of AI in telecom. Don’t miss out!

#DoHardThings #speakerseries #alxaice #AiCEforImpact https://t.co/pUAG21ilxg",0,1,16318
2024-08-20 13:42:05+00:00,98675906,"AI is evolving rapidly, reshaping industries and adapting to new legislation. Many companies recognize the need but are still finding their footing. Phenom AI Day 2024, broadcast globally, will showcase real-world use cases to safely apply AI across HR. 

https://t.co/rPwHjsdc5J https://t.co/SDtSBF4I19",0,0,3466
2024-08-20 13:41:58+00:00,1493925447624986625,@Phron_ai What features of PropelX contribute to increased transparency and fairness in the investment process?,0,0,408
2024-08-20 13:41:58+00:00,1520936248566820864,when you learn how much energy and water it takes to sustain ai then you’ll realize there’s nothing ethical about it https://t.co/TylV9NpdEu,0,1,79
2024-08-20 13:41:53+00:00,891694244435554304,"🚨 𝐓𝐡𝐞 𝐄𝐔 𝐀𝐈 𝐀𝐜𝐭 𝐢𝐬 𝐍𝐨𝐰 𝐢𝐧 𝐄𝐟𝐟𝐞𝐜𝐭  🚨

Read our latest blog to understand why this matters to you and what steps you should take next: https://t.co/bEkmWW9bTc

#AI #EUAIAct #Compliance #AIRegulation",0,0,399
2024-08-20 13:41:29+00:00,2959489312,"AI Ethics requires cross-functional collaboration at a global scale. 

Cultural context can be observed, but understanding requires immersion. As with most global policies,  we must engage with the people on the ground. 

#AI #AIAdoption #Ethics https://t.co/1Q6wYuYE6h",0,0,800
2024-08-20 13:41:27+00:00,1699466515353882624,"She needs to have higher standards for herself. Saying she has stopped rewriting her verses so much, adding half finished demo songs to her album, AI tour posters. 

Girl get a grip. Just because you have the top position undisputedly should make your standards HIGHER not lower.",0,0,705
2024-08-20 13:41:17+00:00,3638976494,@marklevinshow Ai Race Brief : It is much easier to manipulate Harris than Joe Biden by the shadow government and the deep state. https://t.co/yaGtXru6Kw,0,0,0
2024-08-20 13:41:14+00:00,1724975678582411264,"🚨 The rise of ""AI-washing"" is diluting real innovations. Many companies are falsely branding outdated tech as ""AI-powered,"" misleading consumers.

It’s time to demand transparency and real value from AI! 

Read more on LinkedIn: Fake AI vs Real

#AI #TechTruth #Innovation https://t.co/5RtcvHtwn9",0,0,571
2024-08-20 13:41:04+00:00,1336638962237140994,"The ethical implications of AI and automation cannot be ignored. Organisations must consider the impact on employment, bias, and transparency when implementing new technologies.",0,1,105
2024-08-20 13:40:46+00:00,1103390639977365505,"@AdamMantine @Tyler_A_Harper I'm sorry but this seems like a naive take. ""Teach students ethical AI literacy and they'll stop cheating"" sounds like ""teach students about the health consequences of drugs and they won't try drugs.""

That didn't work very well then, and I doubt it'll work now.",0,0,3818
2024-08-20 13:40:43+00:00,1311485641847459840,"@Aron_Adler @_maestro_04 Well I mean, the success of nerve-stapling RLHF fine-tuning does lead me to believe that it is actually much easier to align AI than to align humans (hence the governance thesis)",0,0,1810
2024-08-20 13:40:15+00:00,1114932710,"As California’s AI bill, SB 1047, continues to move through the California state legislature, the AI industry and its allies are trying to convince Governor Gavin Newsom to veto the legislation. https://t.co/fQSEoCozgc",0,0,10632
2024-08-20 13:40:00+00:00,1770547526808018944,"Integrating AI into law firms is a great opportunity to increase efficiency and accuracy. C. Pierce Campbell of @turnerpadget writes for @TodaysMP about how to incorporate AI into your practice: https://t.co/niqG6ToSp5

#AI #artificialintelligence #lawfirms #lawfirmmanagement",0,0,4
2024-08-20 13:39:55+00:00,391850726,"AI’s potential is massive, but so are its risks. The new Grok image generator by @elonmusk sparks big questions about ethics and misinformation. How can we innovate responsibly in the AI space? 🤔

#AI #Ethics #TechLeadership #Innovation https://t.co/IJ0jZtIIk8",0,0,434
2024-08-20 13:39:53+00:00,84115838,"""For better or worse, a lot of democratic discourse consists of petty name-calling and baiting. That’s part of why platform policies at Meta and YouTube are careful to only prohibit “deceptive” content, rather than banning AI manipulations entirely.""

https://t.co/6r89pPFyFs",0,1,1648
2024-08-20 13:39:48+00:00,1302629266539020288,we need laws against ai immediately,0,0,81
2024-08-20 13:39:41+00:00,142744044,"@jairodri @bindureddy Ethical or not, cheating works in specific situations and not generally. 

Cheating at an exam with AI, or writing an essay might work - BUT that doesn’t make anyone proficient in the use of AI. 

That’s the real problem with cheating - the illusion that one “knows shit” when… https://t.co/P68ur8E2pI",0,0,626
2024-08-20 13:38:58+00:00,1792196148263784448,@Phron_ai How does @Phron_ai plan to incorporate community governance in its AI model training and updates? Are there specific mechanisms in place for users to contribute to and influence AI development?,0,0,829
2024-08-20 13:38:49+00:00,1465607190559952896,"5. lobe-chat 
 
🤯 Lobe Chat - an open-source, modern-design LLMs/AI chat framework. Supports Multi AI Providers( Ope... 
 
#TypeScript 
 
https://t.co/VJ8GxpkmTU",0,0,1364
2024-08-20 13:38:43+00:00,1814723332199067648,Water Manager AI | https://t.co/GPHlWvUmS7 https://t.co/u0BYnPU83S #Water #watermanager #waterquality #waterinflation #Waterproof #Management #Safety #HealthyHabits,0,0,8
2024-08-20 13:38:32+00:00,1009034003108777984,"The global right and autocrats ""movement"" have one thing in common: they use #ChatGPT. #Ai #Ethics #BSI #Interpol #FBI https://t.co/BezLOFlZ63",0,0,140
2024-08-20 13:38:08+00:00,887172618809253888,"Enough of the AI doomerism 

Blue book exams fix this, there is AI detection software, and it’s plainly obvious when a student uses AI

Educators have a responsibility to teach their students ethical AI literacy 

Integrate it into your coursework 

Get over it. https://t.co/fRPLSeZiEh",0,0,507
