Date,User,Tweet,Retweets,Likes,Followers
2024-10-14 20:11:41+00:00,1724183495122079744,AI Ethics Rely on Governance to Enable Faster AI Adoption - Gartner https://t.co/PGzRX4N3R3 #ResponsibleAI,0,0,377
2024-10-14 20:10:44+00:00,1526277595238645761,"Is AI all hype? The experts can't even agree. We're either on the brink of utopia or building ""monsters"" that will destroy us. Here's why the AI community can't decide what the future looks like: https://t.co/aHMhGQOIor https://t.co/RvLpZ7uLmd",0,0,39
2024-10-14 20:10:09+00:00,1712779233569673216,"@USArmy By integrating AI, advanced sensors, real-time data analysis, and multidomain operations, this defense shield offers unparalleled protection against modern missile threats. Its global, real-time response capabilities ensure that threats can be neutralized instantly",0,0,83
2024-10-14 20:09:23+00:00,1277239280096722944,"Denying the amazing progress of AI is stupid. Even more stupid is the current meme that ""humans can't reason"". AI has not yet matched the amazing capabilities of the human brain, but I am sure that it will one day.",0,0,159
2024-10-14 20:08:43+00:00,1270019417485828098,"“If you have these big dreams, if you have these capabilities, if you want to be part of the next big thing, you shouldn’t have to leave the zip code you love in order to go somewhere else to find it,” Shapiro said.
https://t.co/njbxtKD07c",0,0,844
2024-10-14 20:06:55+00:00,1609774397912666113,Synthetic data is taking center stage in the AI world! 🌐 OpenAI's new Canvas tool and Meta's Movie Gen suite both rely heavily on synthetic data to fine-tune models like GPT-4o and Llama 3. This approach allows companies to improve AI capabilities faster and with fewer costs… https://t.co/d778WTKvwo,0,1,266
2024-10-14 20:06:45+00:00,311231750,@psychosort I wrote a paper about how to make AI policy more evidence based if you are interested. https://t.co/dMWgUJApog,0,0,2224
2024-10-14 20:06:32+00:00,1712779233569673216,"@USArmy Machine Learning Algorithms: The AI learns from every interception, continuously improving its threat prediction capabilities. This makes the system highly adaptive to new and unpredictable missile tactics used by adversaries",0,0,83
2024-10-14 20:06:07+00:00,1712779233569673216,"@USArmy 6. AI-Powered Multidomain Operations
Autonomous Response Capabilities: With AI as a key component, the system can autonomously detect, track, and engage multiple threats simultaneously.",0,0,83
2024-10-14 20:05:01+00:00,1067406522,Approaching generative AI with a beginner’s mindset via @McKinsey https://t.co/TMu1emXQz0 https://t.co/xdgh80ybUd,0,0,521
2024-10-14 20:03:35+00:00,991107309941264387,"@AskeBay , hello. Why are you letting AI look for scams? I've been on eBay since 1999, and yesterday your fancy AI flagged an item I sold last week didn't follow the offering to buy or sell outside of eBay policy. There's no such language in my listing.",0,0,185
2024-10-14 20:02:35+00:00,1744474621674450944,"Level up your marketing with generative AI:

1) Jasper: Advanced AI for content creation.  
Tip: Personalize content for different audience segments using Jasper's capabilities.

2) Synthesia: AI-driven video creation with avatars.  
Tip: Create more engaging onboarding videos… https://t.co/vx1XvyqTTm",0,0,121
2024-10-14 20:00:23+00:00,1171728872762744833,"Are you ready? Four major #FinTech trends for 2025 

#financialservices #banks #banking #ecommerce #digitaltransformation #blockchain #ai #openbanking #regulation

https://t.co/4jvCq4Ddrq https://t.co/tpt1DZXHOw",0,0,36
2024-10-14 19:59:24+00:00,1683747016449335296,"VISION
They want to build a platform whereby AI enhances human potential through collective intelligence, guided by inclusive community governance, ensuring the benefits are shared equally by all.  
(4/7)🧵 https://t.co/F9sozvGxRW",0,0,52
2024-10-14 19:58:05+00:00,60321100,KrispCall: Elevate Your Sales Engagement with Advanced Telephony Capabilities Inside Your CRM https://t.co/LBgiTWNy9h #SalesEnablement #CRMandDataPlatforms #ArtificialIntelligence #EmailMarketingAutomation,0,0,18260
2024-10-14 19:57:25+00:00,718509161705783300,"RT @Telefonica_En: We are thrilled to have joined the @OECD Global Strategy Group on #AIGovernance!

Our Head of Kernel Framework &amp; AI Ethi…",3,0,1488
2024-10-14 19:57:01+00:00,1777614784592044032,@TheCryptoLark $SUPR is on my list! The AI capabilities of @SuperDappAI are game-changing 💎 https://t.co/OzdhUpFU1Q,0,0,157
2024-10-14 19:56:33+00:00,395281369,"RT @Telefonica_En: We are thrilled to have joined the @OECD Global Strategy Group on #AIGovernance!

Our Head of Kernel Framework &amp; AI Ethi…",3,0,4992
2024-10-14 19:55:18+00:00,52384153,"[09/10]
A pesquisadora do @BricsCyber, Jai Vipra, publicou um artigo no Economic and Political Weekly intitulado ""What Would a People-centred AI Policy for India Look Like?"".

🔗 https://t.co/W5QuFwwhRc https://t.co/lrlDeS4gol",0,0,4271
2024-10-14 19:55:16+00:00,52384153,"[01/10]
O professor da FGV Direito Rio e coordenador do CTS-FGV, @1lucabelli, palestrará na sessão ""AI and Privacy in the Global South"" do evento ""PrivacyNama 2024: Global Conference on Privacy and Global Governance"" organizado pela @medianama.

🔗 https://t.co/300Nk78Ux3&amp;",0,0,4271
2024-10-14 19:53:00+00:00,15174595,Unlocking next-generation AI capabilities with healthcare AI models #Microsoft #Azure https://t.co/yoFVXa7EXh,0,0,2302
2024-10-14 19:50:00+00:00,987600932,"South Dakota CIO Madhu Gottumukkala says building the ""foundation"" of data governance will prepare the state to use AI in ways that make government more ""responsive and efficient"" https://t.co/p2wiHovy0H https://t.co/z6Hjh5oEMt",0,0,11783
2024-10-14 19:49:04+00:00,122450348,"Videos disponíveis para o Congreso de aporofobia
Policy-oriented AI research on aporophobia - Alba Aguilera https://t.co/QObmfScq4O via @YouTube",0,0,10823
